Compound,Date,Favorite Count,Retweet Count,Text
0.5574,Mon Apr 18 19:16:34 +0000 2016,1951,1951,"Bill Campbell believed in Apple when few people did. We'll miss his wisdom,friendship,humor &amp; his love for life. RIP https://t.co/HA7hYgGxNM"
-0.6486,Mon Apr 18 00:55:34 +0000 2016,1435,1435,Our hearts and thoughts are with everyone affected by terrifying earthquakes in recent days. #FuerzaEcuador #prayforkyushu #prayformyanmar
0.8807,Thu Apr 14 17:32:00 +0000 2016,1029,1029,Proud to support @World_Wildlife with #AppsforEarth. Together we can help leave the world better than we found it. https://t.co/mUdGTSw2Pb
0.3818,Sat Apr 02 17:40:54 +0000 2016,1517,1517,"""We are capable of so much, if we just open our minds."" We can all learn from Dillan about #AutismAcceptance https://t.co/Zhy4lVPbB4"
0.8899,Sat Apr 02 02:15:44 +0000 2016,6936,6936,"Happy Birthday, Apple! Celebrating 40 years &amp; looking forward to many more decades of innovation. @zanelowe https://t.co/5lUDP1cAjw"
0.8955,Thu Mar 31 22:24:29 +0000 2016,1764,1764,Congrats to all the new iPhone SE and iPad Pro owners! I hope you love them as much as we do. https://t.co/harfwjywJ0
0.4767,Tue Mar 22 19:23:42 +0000 2016,1946,1946,"Our thoughts and prayers are with our friends, customers, coworkers and all the people of Belgium."
0.9118,Tue Mar 22 00:29:06 +0000 2016,1940,1940,Andy Grove was one of the giants of the technology world. He loved our country and epitomized America at its best. Rest in peace.
0.75,Mon Mar 21 00:39:11 +0000 2016,4350,4350,Happy 10th Birthday @jack and everyone @twitter!  🎉🎈Thanks for giving all of us the ultimate megaphone.
0.7964,Thu Mar 17 02:50:56 +0000 2016,1443,1443,"Thank you, James, for sharing your inspiring story. https://t.co/gyjqubL0Ji"
0.4574,Thu Mar 03 20:37:46 +0000 2016,1723,1723,We’re always looking for new ways to help you get the most from  products. Meet @AppleSupport! https://t.co/YhdvY44PPS
0.0,Wed Feb 24 14:14:19 +0000 2016,11333,11333,"Remembering Steve on his 61st birthday. ""Let's go invent tomorrow."" https://t.co/UGYMcohsf0"
0.5423,Fri Feb 19 16:04:34 +0000 2016,3324,3324,"Rest in peace, Harper Lee. ""The one thing that doesn't abide by majority rule is a person's conscience."""
0.7177,Mon Feb 15 16:16:59 +0000 2016,849,849,"Happy #PresidentsDay!  ""I will prepare and someday my chance will come""--Abraham Lincoln"
0.802,Mon Feb 08 05:56:45 +0000 2016,695,695,Congrats @Millerlite40 Peyton Manning @Broncos Amazing season. https://t.co/3RfQml832C
0.8126,Fri Jan 22 15:57:38 +0000 2016,1088,1088,Great to meet talented Italian developers today with @matteorenzi in Rome https://t.co/2DcRPMYNHD
0.25,Thu Jan 21 12:17:11 +0000 2016,1947,1947,Apple has created over 1.4m jobs across Europe 🇪🇺 and we're announcing a center for aspiring iOS developers in Italy https://t.co/v9RLYX6u6u
0.7506,Mon Jan 18 21:23:38 +0000 2016,548,548,Proud to volunteer beside hundreds of Apple employees honoring #MLKDay at ConnectED partner Santee Elementary. https://t.co/3EOmcPkovh
0.1695,Mon Jan 18 16:18:49 +0000 2016,2025,2025,Remembering #MLK and his timeless words.  We should never forget. https://t.co/b8kXa4ZFZ1
0.2648,Mon Jan 18 16:06:59 +0000 2016,1267,1267,"Remembering #MLK:  Life's most persistent and urgent question is ""What are you doing for others?"""
0.0,Sat Jan 09 02:15:49 +0000 2016,2440,2440,"¡Hola México! ¡Feliz de abrir una tienda pronto en su país!
 https://t.co/HYBUaSWMcq"
0.2263,Fri Jan 01 16:11:53 +0000 2016,2175,2175,"#HappyNewYear to every corner of the world🎉 Wishing everyone more music, less noise 🙏."
0.8313,Wed Dec 30 20:17:22 +0000 2015,716,716,Congrats on a great finish to the season!  I'm already looking forward to next year @FootballAU @CoachGusMalzahn #WarEagle
0.902,Sun Dec 27 00:29:31 +0000 2015,298,298,Congratulations #Duke and @DavidCutcliffe. Terrific win in the #PinstripeBowl!
0.9313,Fri Dec 25 15:27:23 +0000 2015,1116,1116,Peace on earth. Wishing everyone a joyous holiday season. May all of your dreams come to be. #HappyHolidays  https://t.co/8nq4xth9Xp
0.3818,Tue Dec 22 23:03:27 +0000 2015,1175,1175,Stunning iPhone photography by White House chief official photog @petesouza  https://t.co/yyzNDh1zzV
0.7041,Sat Dec 12 23:27:50 +0000 2015,1347,1347,An important moment in the fight against climate change. Government can't do it alone. Apple is committed to clean energy  #COP21
0.92,Sat Dec 12 02:11:32 +0000 2015,358,358,Thanks @AndraDayMusic for a spectacular holiday performance at Apple today. Best of luck at the Grammys! https://t.co/MtZflrtr6b
0.0,Wed Dec 09 20:54:36 +0000 2015,587,587,Just met coders of tomorrow from NY's PS 57. #hourofcode workshops at all Apple stores tomorrow. https://t.co/xDsJr9g6xk
0.6705,Tue Dec 08 13:44:25 +0000 2015,712,712,Inclusion inspires innovation and communication is the key. Start with Hi and take time to learn more #JustSayHi https://t.co/u3x9RTh8QR
0.6597,Tue Dec 01 20:49:10 +0000 2015,1883,1883,"Around the world, Apple stores are going (RED) to show our support and help raise awareness for #WorldAIDSDay https://t.co/gpX4rLVNwt"
0.7409,Sun Nov 29 15:39:33 +0000 2015,723,723,Couldn't be prouder of @FootballAU. Great to be back in Auburn and meet amazing alums  @BringerOfRain20 @BoJackson https://t.co/nxpJ6uAgyv
0.9391,Thu Nov 26 15:35:34 +0000 2015,1159,1159,"Happy Thanksgiving to all! Deeply grateful this #Thanksgiving to be a part of the Apple community and for family, friends, and freedom."
0.3818,Sat Nov 14 00:57:22 +0000 2015,7093,7093,"Prayers for Paris, the victims and their loved ones. Nous sommes tous Parisiens."
0.3612,Thu Nov 12 20:00:42 +0000 2015,785,785,"Thank you Robert for being one of our very first iPad Pro customers at the Apple Store, Princes Street, Edinburgh. https://t.co/l522Ddccbu"
0.807,Wed Nov 11 22:28:28 +0000 2015,766,766,"Caught up with our world-class team in Cork today. Thanks, Ireland, for a great visit! https://t.co/jVoTEmoFWJ"
0.8934,Wed Nov 11 16:43:14 +0000 2015,441,441,Such a privilege to share this day with @tcdphil. Thanks to everyone at @tcddublin for a great morning. https://t.co/xtz9YNCuWM
0.8402,Wed Nov 11 09:38:57 +0000 2015,938,938,"We honor the brave military men and women who have fought for our freedoms, and their families. Thank you for your service and sacrifice."
0.7959,Tue Nov 10 14:49:02 +0000 2015,691,691,Thanks @Unibocconi for the warm welcome.  In bocca al lupo a tutti gli studenti per questo nuovo anno accademico! https://t.co/d4ZTGGVqpM
0.836,Mon Nov 09 16:09:36 +0000 2015,471,471,Amazing what @Touchpress is doing with classical music on #iPadPro and #AppleTV -great visit at their London office https://t.co/T8mowQIoBo
0.8743,Sun Nov 08 04:11:30 +0000 2015,907,907,The Tigers are back! Congratulations @CoachGusMalzahn @auburnqb6 @CoachWMuschamp Jovan Robinson! The best is yet to come!
0.6124,Thu Oct 22 03:50:16 +0000 2015,844,844,Leaving the world better than we found it: 2 gigawatts of renewable energy for manufacturing in China by 2020.  https://t.co/LYuRiejUtV
0.6908,Wed Oct 21 22:03:05 +0000 2015,1358,1358,RT @laurenepowell: Thank you @waltmossberg for caring about the difference between fact and fiction https://t.co/vh81Su7Dzk
0.7579,Fri Oct 16 13:31:16 +0000 2015,495,495,"This week at Grace Hopper, we are celebrating women whose work is changing the world. #GHC15 http://t.co/5eml4m63a8"
0.4926,Fri Oct 16 01:26:06 +0000 2015,1392,1392,Thanks to all our customers in India who queued at midnight for the new iPhone 6s and iPhone 6s Plus! http://t.co/MxSkRk2BmP
0.3182,Mon Oct 12 01:17:19 +0000 2015,1485,1485,"Prayers, condolences, and hope for all those affected by the bombings in Turkey."
0.5411,Thu Oct 08 13:55:34 +0000 2015,1880,1880,A magical day for readers! Fans of #HarryPotter series can enjoy enhanced editions on iBooks http://t.co/1XgzmGHx7j http://t.co/QCnhKb9SFY
0.7964,Mon Oct 05 11:41:49 +0000 2015,10341,10341,Remembering Steve for who he was and what he stood for. We honor him by continuing the work he loved so much. http://t.co/6UiXBjYe3l
0.926,Sat Oct 03 19:43:16 +0000 2015,225,225,"Thanks to the @Newseum for an inspiring visit today, and for celebrating a great cornerstone of our democracy."
0.4926,Tue Sep 29 17:03:06 +0000 2015,471,471,Thanks to everyone at #BoxWorks this morning! Picked up some out-of-the-Box ideas from @levie http://t.co/DdvznJOtov
0.7707,Fri Sep 25 21:20:13 +0000 2015,870,870,Thanks to our team and everyone who turned out this morning in Georgetown! Enjoy your new iPhones! http://t.co/LXPaEJBoly
0.4199,Fri Sep 25 01:30:25 +0000 2015,1923,1923,Thank you Vitor in Sydney! One of the very first customers in the world to buy an iPhone 6s. http://t.co/G0zdxNkuow
0.0,Mon Sep 21 20:24:25 +0000 2015,262,262,"RT @pschiller: Home Run!
Photographer Brad Mangin shoots for @SInow with #iPhone6sPlus http://t.co/mCZOEXeQTO"
0.0,Sat Sep 19 16:45:19 +0000 2015,988,988,Goeiedag Brussel! Bonjour Bruxelles! http://t.co/ldKCGIRcXv
0.1531,Tue Sep 15 17:42:29 +0000 2015,300,300,.@XQAmerica is challenging us to #RethinkHighSchool. Find out how you can get involved: http://t.co/UQ9Kuuz0sE
0.9186,Thu Sep 10 03:21:33 +0000 2015,567,567,Honored to have Spencer Stone and Anthony Sadler join us today. We are inspired by their heroism. http://t.co/1K1gtGbkzw
0.7906,Thu Sep 10 01:44:00 +0000 2015,1441,1441,"It was a great day- thanks @OneRepublic, our employees &amp; our many customers around the world who watched. http://t.co/F15RgjFsO8"
0.0,Wed Sep 09 13:26:47 +0000 2015,7028,7028,Just a few hours to go here in SF! We can’t wait to show you what we’ve been working on. http://t.co/DeBsAD67p5 http://t.co/DLIPTK2m1L
-0.3818,Fri Sep 04 18:59:18 +0000 2015,501,501,Taking action to fight climate change is music to my ears - http://t.co/FMIvDRRWda. #SharetheLoveSong
0.807,Tue Sep 01 03:38:46 +0000 2015,1056,1056,Looking forward to a great partnership with @cisco to deliver a fast lane for iOS users in the enterprise. Thanks for having me at #gsx!
0.9259,Sat Aug 29 21:53:11 +0000 2015,591,591,"Cheers to Apple employees, their friends &amp; families marching tonight for @AustinPride. Thanks for showing that great city our #ApplePride!"
0.8316,Tue Aug 25 03:08:20 +0000 2015,583,583,"We’re proud to be working with dedicated teachers, students &amp; parents at 114 US schools that need our help the most. http://t.co/JSWiBZIAoc"
0.886,Sun Aug 16 16:11:52 +0000 2015,511,511,"Remembering Civil Rights hero Julian Bond, a statesman and an inspiration to all who long for justice. #JulianBond"
0.2732,Fri Aug 14 01:09:22 +0000 2015,1042,1042,Apple is committed to making our company and the next generation of employees as diverse as the world around us. http://t.co/CF6Gw3PHLA
0.6908,Wed Aug 12 21:25:17 +0000 2015,542,542,Our thoughts and prayers go out to President Jimmy Carter @CarterLibrary.  We hope for his full recovery and return to his inspiring work.
0.636,Tue Aug 11 01:32:09 +0000 2015,1160,1160,@sundarpichai Congratulations on your promotion!
0.6588,Fri Jul 31 23:57:40 +0000 2015,1095,1095,Hello Istanbul! A great turnout for the launch of Apple Watch in Turkey today. http://t.co/8J9fUxaFNi
0.4199,Thu Jul 30 11:45:14 +0000 2015,503,503,Thank you to the thousands of Hong Kong customers who joined the celebration for our new store on Canton Road! http://t.co/VWaWhKA80U
0.765,Fri Jul 24 14:19:40 +0000 2015,944,944,"Accessibility rights are human rights. Celebrating 25yrs of the ADA, we’re humbled to improve lives with our products. #ADA25"
0.4753,Tue Jul 14 16:30:10 +0000 2015,2203,2203,"Enjoy Apple Pay, U.K.!  Now live in over 250,000 locations including the London underground"" http://t.co/UPvR0OJ8Cr"
0.8114,Mon Jul 06 01:07:59 +0000 2015,1462,1462,USA! USA! Congrats to the #USWNT....so proud of you! @ussoccer_wnt
0.6467,Sat Jul 04 14:25:28 +0000 2015,1355,1355,"Happy Birthday, America! Happy 4th of July to everyone!  America is 239 years old today but still a kid at heart."
0.9538,Mon Jun 29 00:31:12 +0000 2015,1554,1554,"Great to celebrate with over 8,000 Apple employees, friends and families. Happy Pride everyone! #applepride http://t.co/2A9YD9z95B"
-0.34,Fri Jun 26 15:06:13 +0000 2015,12618,12618,“The people who are crazy enough to think they can change the world are the ones who do.”
0.6369,Fri Jun 26 15:05:47 +0000 2015,7126,7126,"Today marks a victory for equality, perseverance and love."
-0.2263,Sun Jun 21 19:28:08 +0000 2015,2101,2101,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.
0.8221,Wed Jun 17 22:41:37 +0000 2015,862,862,Had a great time meeting customers and our team at the Apple Store Boylston St in Boston. Enjoy your Apple Watches! http://t.co/7AOGyCSW9i
0.0,Mon Jun 08 11:21:46 +0000 2015,6281,6281,"Rise and shine, developers! #WWDC15"
0.8687,Mon Jun 08 03:06:56 +0000 2015,1208,1208,I’m incredibly impressed by these talented student scholarship winners. See you all tomorrow at #WWDC15 http://t.co/LN1ZXmCqGf
0.8519,Mon May 25 14:03:53 +0000 2015,1106,1106,Remembering and honoring the courageous men and women who sacrificed their lives in the fight for our country and our freedom.  #MemorialDay
0.9273,Sun May 17 16:17:16 +0000 2015,690,690,Congratulations and thank you to the GWU Class of 2015. Great progress is possible! #GWCommencement
-0.3612,Fri May 15 14:48:04 +0000 2015,867,867,Heartbroken by the news of the passing of #BBKing.  He expressed what we felt like no one else. The thrill will never be gone. May he RIP.
0.7269,Thu Apr 30 13:59:19 +0000 2015,602,602,Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm
0.7772,Mon Apr 27 14:17:17 +0000 2015,564,564,"Congrats to @CTurlington! She smashed her personal record at the @LondonMarathon, finishing in 3:46:45. Inspiring! http://t.co/1qYjEy5klq"
-0.128,Sun Apr 26 18:07:49 +0000 2015,1532,1532,Our thoughts and prayers go out to everyone affected by the tragic earthquake in Nepal. Donate to the relief effort at #iTunes and #AppStore
0.75,Fri Apr 24 22:04:13 +0000 2015,727,727,Hope you enjoy your new Apple Watch! https://t.co/CE6QJUnoQk
0.8955,Thu Apr 23 13:44:53 +0000 2015,426,426,"We’ll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc"
0.4926,Thu Apr 23 00:49:35 +0000 2015,925,925,Thanks @Pharrell for an unforgettable Earth Day celebration! http://t.co/UT2zxbCBW9
0.6124,Wed Apr 22 18:21:03 +0000 2015,1741,1741,"This Earth Day, and every day, we're committed to leaving the world better than we found it. http://t.co/iIHRXEwpfA http://t.co/SIyZVAeznL"
0.5994,Mon Apr 20 21:19:00 +0000 2015,1062,1062,We're investing in renewable energy from Oregon to Sichuan. Read the latest on our progress at http://t.co/iIHRXEwpfA http://t.co/yNv6PfpGJN
0.0,Sat Apr 18 23:45:56 +0000 2015,1333,1333,Olá São Paulo and parabéns to our team at the new Apple Store Morumbi! http://t.co/9HS86MlZTH
0.8516,Wed Apr 15 16:09:27 +0000 2015,396,396,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb
0.8122,Fri Apr 10 22:00:08 +0000 2015,1405,1405,Thrilled to see so many customers—all around the world—trying Apple Watch for the first time.You’re going to love it! http://t.co/Mx3M0DO4Qf
0.4199,Wed Apr 08 17:41:28 +0000 2015,1340,1340,The Watch is coming and our team at Fifth Avenue is ready! http://t.co/mgP8TEWlcA
-0.5256,Mon Mar 30 02:11:01 +0000 2015,9494,9494,There’s something very dangerous happening in states across the country.    http://t.co/QJTkCuZVdo
0.8442,Fri Mar 27 17:58:05 +0000 2015,5879,5879,"Around the world, we strive to treat every customer the same — regardless of where they come from, how they worship or who they love."
-0.5256,Fri Mar 27 17:56:44 +0000 2015,13660,13660,Apple is open for everyone. We are deeply disappointed in Indiana's new law and calling on Arkansas Gov. to veto the similar #HB1228.
0.9022,Mon Mar 09 19:25:22 +0000 2015,2299,2299,A huge thank you to the talented team at Apple who make days like this possible. It's a privilege to work along side of you.
0.0,Mon Mar 09 16:52:27 +0000 2015,1849,1849,Getting psyched backstage listening to I Lived by @OneRepublic.
0.0,Mon Mar 09 12:31:45 +0000 2015,5507,5507,Got some extra rest for today's event. Slept in 'til 4:30.
0.6249,Sat Mar 07 13:56:25 +0000 2015,1335,1335,"Honoring those who marched 50 years ago, and those who continue the fight for justice and equality today. #Selma50"
0.8955,Mon Mar 02 15:52:28 +0000 2015,1351,1351,"Apple

Check it out! Celebrating the amazing, breathtaking photos of our customers shot on iPhone 6. http://t.co/J0HL5KEBLS"
-0.6688,Wed Feb 25 06:31:47 +0000 2015,1391,1391,Das war großartig! Ich liebe Deutschland! http://t.co/43pHDyg8iK
0.8519,Tue Feb 24 10:34:09 +0000 2015,22333,22333,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm"
0.7263,Mon Feb 23 14:36:59 +0000 2015,1206,1206,Here’s the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0
0.8779,Tue Feb 17 23:08:40 +0000 2015,549,549,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi
0.743,Mon Feb 16 03:34:02 +0000 2015,1962,1962,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it."""
0.8997,Sun Jan 25 21:57:45 +0000 2015,373,373,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet
0.0,Sat Jan 24 04:24:50 +0000 2015,782,782,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn"
0.8883,Fri Jan 23 15:20:34 +0000 2015,709,709,Congratulations to @levie and the Box team on their IPO and for creating a great company!
0.0,Mon Jan 19 16:55:50 +0000 2015,1686,1686,"Timeless words from #MLK,  “Our lives begin to end the day we become silent about things that matter.”"
-0.0542,Mon Jan 19 14:47:36 +0000 2015,1287,1287,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right.
0.5106,Mon Jan 19 12:28:15 +0000 2015,867,867,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y"
-0.7003,Sun Jan 11 15:19:55 +0000 2015,2004,2004,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.
0.5859,Fri Jan 09 00:55:20 +0000 2015,512,512,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z"
0.6369,Thu Jan 08 16:04:05 +0000 2015,747,747,We’re proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou
0.7717,Sat Jan 03 22:51:40 +0000 2015,911,911,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity."
0.3595,Thu Jan 01 15:51:17 +0000 2015,927,927,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.
0.8588,Tue Dec 16 16:02:45 +0000 2014,735,735,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej
0.5974,Wed Dec 10 17:53:06 +0000 2014,880,880,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy"
0.7906,Wed Dec 10 15:58:18 +0000 2014,684,684,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal""."
0.5106,Mon Dec 08 15:10:09 +0000 2014,512,512,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt
0.4767,Tue Dec 02 00:06:14 +0000 2014,335,335,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…
0.6249,Mon Dec 01 23:31:15 +0000 2014,818,818,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp
0.4588,Thu Nov 27 16:24:53 +0000 2014,1012,1012,Grateful to be a small part of the Apple community. #HappyThanksgiving
0.8225,Mon Nov 24 02:12:57 +0000 2014,1267,1267,Proud to announce our largest-ever World AIDS Day campaign. Join us in the fight and help save lives. http://t.co/QzjaL8hExI #AppsforRED
0.8481,Wed Nov 19 15:10:33 +0000 2014,743,743,Celebrating another 100% score on the HRC's Corporate Equality Index - Apple's 13th in a row. Inclusion inspires innovation. #CEI2015
0.5994,Mon Nov 17 01:12:16 +0000 2014,1577,1577,"Using Apple Pay at Whole Foods. Easy, Private, and Secure. http://t.co/Uzat5FNAHN"
0.9601,Tue Nov 11 12:22:32 +0000 2014,1159,1159,Today we honor the men and women who have sacrificed for our freedom.   We are deeply inspired by their courage and love of our country.
0.8906,Sun Nov 02 02:41:53 +0000 2014,806,806,Huge win for #Auburn!  Congratulations to @CoachGusMalzahn and all of the Auburn Tigers!  #WarEagle
0.4939,Mon Oct 27 22:55:39 +0000 2014,576,576,"Inspired by the students, teachers, and administrators at the 114 schools we’re partnering with for ConnectED http://t.co/WTsQT0yAD4"
0.9451,Thu Oct 23 01:21:43 +0000 2014,1644,1644,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ"
0.1695,Sun Oct 19 19:01:25 +0000 2014,1129,1129,Don't ever forget where you came from.  http://t.co/SvZhQG6EKp
0.7841,Fri Oct 17 00:52:05 +0000 2014,1513,1513,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O"
0.5574,Thu Oct 16 16:47:49 +0000 2014,1557,1557,Having a laugh with Craig backstage. Just a few more minutes.
0.7783,Thu Oct 16 14:18:54 +0000 2014,2567,2567,Looking forward to this morning's event. Hope you can join us. Apple - Apple Events - Special Event October 2014 http://t.co/2Iudkgv8NW
0.4588,Sun Oct 05 01:43:04 +0000 2014,1458,1458,In Grand Canyon National Park backpacking  and thinking of SJ and his many gifts to the world.
0.5106,Sun Oct 05 01:22:26 +0000 2014,4567,4567,"Remembering SJ, ""You have to trust in something – your gut, destiny, life, karma, whatever."""
0.7351,Tue Sep 30 13:38:48 +0000 2014,12954,12954,Amazing to see the excited crowds today in Paris to preview Apple Watch for the first time at @coletteparis http://t.co/YTqzbqSGhC
0.4767,Mon Sep 22 22:00:46 +0000 2014,713,713,Proud to represent Apple at #CWNYC. The time for action on #climatechange is now.
0.6996,Sat Sep 20 23:38:48 +0000 2014,984,984,A shout-out to 3000 Apple employees and their families marching in the #AustinPride parade! Inclusion inspires innovation. #applepride
0.807,Fri Sep 19 17:26:18 +0000 2014,2499,2499,Thanks to all the new iPhone 6 and iPhone 6 Plus owners around the world! Had a great visit to our Palo Alto stores. http://t.co/XAxKLEQvjg
0.3612,Tue Sep 09 18:08:02 +0000 2014,6493,6493,One More Thing. Having the time of my life. It's a privilege to work with everyone at Apple.
0.8402,Tue Sep 09 17:34:37 +0000 2014,25083,25083,I'm backstage and this is my first tweet from my iPhone 6. It's amazing. You're going to love it.
0.7644,Tue Sep 09 12:56:29 +0000 2014,14409,14409,Looking forward to a great day in Cupertino! Join us at 10am Pacific. #AppleLive
0.8687,Thu Sep 04 22:48:01 +0000 2014,5857,5857,Apple - Live - Countdown to the Apple Special Event.  Wish I could say more.  I hope you can join us. http://t.co/2Iudkgv8NW
0.25,Fri Aug 29 14:05:49 +0000 2014,2414,2414,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4
0.8481,Thu Aug 21 22:43:54 +0000 2014,495,495,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu"
0.0772,Fri Aug 15 11:15:03 +0000 2014,3336,3336,Took the ALS #IceBucketChallenge with @michaelfranti at Apple. Challenge Bob Iger and @drdre. http://t.co/yc53yLofoA http://t.co/Tei0DwiefU
0.5423,Wed Aug 13 04:11:04 +0000 2014,2350,2350,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a
0.7269,Tue Aug 12 00:08:42 +0000 2014,4011,4011,Heartbroken by the news of Robin Williams' passing. He was an incomparable talent and a great human being. Rest in peace.
0.7083,Sat Aug 09 20:13:49 +0000 2014,340,340,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!"
0.5106,Wed Aug 06 15:19:26 +0000 2014,776,776,Apple &amp; the App Store are having a huge impact on Europe’s economy. Over 629K EU jobs created and many more to come. http://t.co/AzKjttCk93
0.7901,Tue Aug 05 17:22:11 +0000 2014,716,716,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V
0.6369,Sun Aug 03 23:42:49 +0000 2014,396,396,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ
0.9412,Sun Aug 03 00:46:56 +0000 2014,989,989,Dreams. You're more powerful than you think. https://t.co/QAMrQH8454  Great examples of people who have the courage to pursue their dreams.
0.5093,Fri Aug 01 14:47:50 +0000 2014,2273,2273,"Welcome to the family---Jimmy, Dre, Luke, Ian and the entire beats team!
http://t.co/qECVlXlYQZ"
0.5411,Wed Jul 16 01:45:10 +0000 2014,3417,3417,Today Apple and IBM announced a landmark enterprise partnership.  Thanks Ginni!  #Apple #IBM http://t.co/0Rq48p7t7i
0.7845,Tue Jul 08 14:59:50 +0000 2014,1612,1612,Inclusion inspires innovation.  Pride: http://t.co/w7IWKAfEDP via @YouTube
0.8832,Fri Jul 04 15:58:03 +0000 2014,843,843,"Happy #4thofJuly!Reflecting on our values: Equality,Liberty,Pursuit of Happiness with a Govt of, by, &amp; for the people http://t.co/pSJVp0ynxM"
0.8271,Sun Jun 29 22:02:55 +0000 2014,3860,3860,Congrats to 5000 Apple employees/families who attended today’s Pride parade.Inclusion inspires innovation.#applepride http://t.co/4DncX8F6fO
0.9403,Wed Jun 25 13:59:21 +0000 2014,1980,1980,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8
0.8398,Mon Jun 23 05:04:59 +0000 2014,1792,1792,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS
0.296,Tue Jun 17 15:02:31 +0000 2014,1809,1809,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.
0.0,Tue Jun 17 13:44:44 +0000 2014,1945,1945,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ
0.8622,Sat Jun 14 17:29:03 +0000 2014,761,761,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ
0.0,Sat Jun 14 16:18:27 +0000 2014,340,340,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:…
0.891,Fri Jun 13 11:01:24 +0000 2014,604,604,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:…
0.8908,Thu Jun 12 04:01:09 +0000 2014,1706,1706,A stunning new Apple Store opens Friday in Tokyo. Congratulations to our amazing team there! いよいよこの日がやってきました.  http://t.co/yZMo7JlGGm
0.6369,Wed Jun 11 14:15:59 +0000 2014,996,996,The Game Before The Game. The team at #Beats captures it perfectly. A must watch before #World Cup.  http://t.co/qLJa2yTqAw
